,title,metacritic_score,metacritic_review_count,user_score,user_review_count,content_rating,developer,genres,release_date
211,Tales of Vesperia: Definitive Edition,80,10,7.2,35.0,T,Bandai Namco Games,"['Role-Playing, Action RPG']","Jan 11, 2019"
212,Shantae: Half-Genie Hero,80,6,7.8,30.0,T,WayForward,"['Action, Platformer, Platformer, 2D, 2D']","Dec 20, 2016"
213,LEGO Dimensions,80,12,6.9,30.0,E10+,Traveller's Tales,"['Action Adventure, General']","Sep 27, 2015"
214,Super Time Force,80,36,6.5,117.0,T,Capy Games,"[""Action, Platformer, Shooter, 2D, Scrolling, Shoot-'Em-Up, Vertical""]","May 14, 2014"
215,Life is Strange: Episode 5 - Polarized,80,7,8.4,86.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Oct 20, 2015"
216,Game of Thrones: Episode Three - The Sword in the Darkness,80,9,7.8,32.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","Mar 25, 2015"
217,River City Girls,80,6,6.5,24.0,E10+,WayForward,"[""Action, Beat-'Em-Up, 2D""]","Sep 5, 2019"
218,Trine 4: The Nightmare Prince,80,16,6.5,12.0,E10+,"Frozenbyte, Inc.","['Action, Platformer, 2D']","Oct 8, 2019"
219,Mega Man Zero / ZX Legacy Collection,80,7,8.1,54.0,T,Capcom,"['Miscellaneous, Compilation']","Feb 25, 2020"
220,Death Squared,80,5,6.9,7.0,E,SMG Studio,"['Puzzle, Action, General']","Mar 14, 2017"
221,Trials Fusion,80,28,7.1,167.0,E10+,RedLynx,"['Driving, Racing, Arcade, Motorcycle, Automobile, Street, Street']","Apr 16, 2014"
222,Life is Strange: Episode 3 - Chaos Theory,80,12,8.4,72.0,M,DONTNOD Entertainment,"['Action Adventure, General']","May 19, 2015"
223,Game of Thrones: Episode One - Iron From Ice,80,14,7.9,81.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","Dec 3, 2014"
224,Naruto Shippuden: Ultimate Ninja Storm 4,80,12,8.2,80.0,T,CyberConnect2,"['Action, Fighting, 3D']","Feb 9, 2016"
225,Borderlands: The Handsome Collection,80,11,7.9,152.0,M,"Gearbox Software, Iron Galaxy Studios","['Miscellaneous, Compilation']","Mar 24, 2015"
226,Wonder Boy: The Dragon's Trap,80,14,7.6,18.0,E10+,Lizardcube,"['Action Adventure, General']","Apr 18, 2017"
227,The Evil Within: The Assignment,80,6,9.0,100.0,M,Tango Gameworks,"['Action Adventure, Survival']","Mar 10, 2015"
228,Game of Thrones: Episode Six - The Ice Dragon,80,7,7.8,29.0,M,Telltale Games,"['Action, General, Adventure, Point-and-Click']","Nov 17, 2015"
229,Mutant Year Zero: Road to Eden,80,13,8.0,67.0,M,"High Voltage Software, The Bearded Ladies Consulting","['Strategy, Turn-Based, Tactics']","Dec 4, 2018"
230,Gorogoa,80,6,6.6,5.0,E,Jason Roberts,"['Puzzle, General']","May 22, 2018"
231,Final Fantasy XII: The Zodiac Age,80,4,8.3,32.0,T,Square Enix,"['Role-Playing, Japanese-Style']","Apr 30, 2019"
232,Castlevania Anniversary Collection,80,7,7.3,12.0,T,"Konami, M2","['Miscellaneous, Compilation']","May 16, 2019"
233,Super Mega Baseball: Extra Innings,80,11,7.1,20.0,E,Metalhead Software,"['Sports, Team, Baseball, Arcade']","Aug 14, 2015"
234,Hand of Fate,80,11,7.3,43.0,T,Defiant Development,"['Role-Playing, Miscellaneous, General, Board / Card Game']","Feb 18, 2015"
235,NHL 16,80,18,6.1,84.0,E10+,"EA Sports, EA Canada","['Sports, Team, Ice Hockey, Sim']","Sep 15, 2015"
236,Outlast,80,6,8.0,134.0,M,Red Barrels,"['Action Adventure, Horror, Survival']","Jun 19, 2014"
237,Street Fighter: 30th Anniversary Collection,80,11,7.4,25.0,T,Capcom,"['Miscellaneous, Compilation']","May 29, 2018"
238,Slime Rancher,80,4,7.4,28.0,E10+,Monomi Park,"['Action, Shooter, First-Person, Arcade']","Aug 1, 2017"
239,Dragon's Dogma: Dark Arisen,80,8,7.7,40.0,M,Capcom,"['Role-Playing, Action RPG']","Oct 3, 2017"
240,The Turing Test,80,16,7.4,65.0,T,Bulkhead Interactive,"['Action, Shooter, First-Person, Arcade']","Aug 30, 2016"
241,Children of Morta,80,12,7.6,29.0,T,Dead Mage,"['Role-Playing, Adventure, General, Action RPG']","Oct 15, 2019"
242,The Adventure Pals,80,8,7.2,13.0,E10+,Massive Monster,"['Action, Platformer, 2D']","Apr 3, 2018"
243,Plague Inc: Evolved,80,5,7.6,21.0,E10+,Ndemic Creations,"['Strategy, Turn-Based, Sci-Fi, General']","Sep 18, 2015"
244,The Golf Club 2019 featuring PGA Tour,80,7,4.8,24.0,E,HB Studios Multimedia,"['Sports, Individual, Golf, Sim']","Aug 28, 2018"
245,Tom Clancy's The Division,80,33,6.9,688.0,M,Massive Entertainment,"['Shooter, Modern, Modern, Action, Shooter, Third-Person, Tactical, Arcade']","Mar 8, 2016"
246,Madden NFL 15,80,19,6.2,138.0,E,EA Sports,"['Sports, Traditional, Team, Football, Sim']","Aug 26, 2014"
247,Armello,80,6,6.6,9.0,E10+,League of Geeks,"['Miscellaneous, Board / Card Game']","Aug 30, 2016"
248,Life is Strange 2: Episode 1 - Roads,80,14,5.0,56.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Sep 27, 2018"
249,Arise: A Simple Story,80,10,7.6,33.0,E,Piccolo,"['Action, General']","Dec 3, 2019"
250,King's Quest Chapter 1: A Knight to Remember,80,26,7.8,40.0,E10+,The Odd Gentlemen,"['Adventure, General']","Jul 29, 2015"
251,Game of Thrones: Episode Four - Sons of Winter,80,8,7.1,26.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","May 26, 2015"
252,Elite: Dangerous,80,30,7.1,111.0,T,Frontier Developments,"['Simulation, Space, Civilian']","Oct 6, 2015"
253,Roundguard,80,5,,,E10+,Wonderbelly Games,"['Puzzle, Action']","Mar 13, 2020"
254,Call of Duty: WWII,80,21,4.2,399.0,M,Sledgehammer Games,"['Action, Shooter, First-Person, Arcade']","Nov 3, 2017"
255,World of Van Helsing: Deathtrap,80,7,6.9,16.0,T,NeocoreGames,"['Strategy, General']","Dec 30, 2016"
256,Slime-san: Superslime Edition,80,6,7.6,5.0,E10+,Fabraz,"['Action Adventure, Linear']","Jun 22, 2018"
257,NBA 2K20,80,18,1.2,256.0,E,Visual Concepts,"['Sports, Team, Basketball, Sim']","Sep 6, 2019"
258,Forza Motorsport 5,79,76,6.0,1126.0,E,Turn 10,"['GT / Street, Driving, Racing, Simulation, GT / Street, Automobile']","Nov 22, 2013"
259,A Way Out,79,26,7.6,151.0,M,Hazelight,"['Action Adventure, General']","Mar 23, 2018"
260,The Evil Within,79,24,7.4,509.0,M,Tango Gameworks,"['Horror, Action Adventure, Horror, Survival']","Oct 14, 2014"
261,The Council - Episode 1: The Mad Ones,79,10,7.5,16.0,M,Big Bad Wolf,"['Adventure, General']","Mar 13, 2018"
262,8-Bit Adventure Anthology: Volume One,79,6,,,E10+,Abstraction Games,"['Miscellaneous, Compilation']","Oct 31, 2017"
263,20XX,79,6,8.8,4.0,E10+,Batterystaple Games,"['Action, Platformer, 2D']","Jul 11, 2018"
264,For Honor,79,26,5.9,280.0,M,Ubisoft Montreal,"['Action Adventure, General']","Feb 14, 2017"
265,Ace Combat 7: Skies Unknown,79,17,7.8,87.0,T,Bandai Namco Games,"['Simulation, Flight, Combat']","Jan 18, 2019"
266,Crash Bandicoot N. Sane Trilogy,79,15,7.2,83.0,E10+,Vicarious Visions,"['Miscellaneous, Compilation']","Jun 29, 2018"
267,Life is Strange: Before the Storm - Episode 1: Awake,79,12,7.8,41.0,M,Deck Nine Games,"['Action Adventure, General']","Aug 31, 2017"
268,Killing Floor 2,79,9,6.8,9.0,M,Tripwire Interactive,"['Action, Shooter, First-Person, Arcade']","Aug 29, 2017"
269,Life is Strange 2,79,5,5.8,93.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Sep 27, 2018"
270,FIFA 20,79,17,1.1,277.0,E,Electronic Arts,"['Sports, Team, Soccer, Sim']","Sep 24, 2019"
271,Wolfenstein: The New Order,79,18,7.8,468.0,M,MachineGames,"['General, Shooter, Historic, Action, Shooter, First-Person, Historic, Arcade']","May 20, 2014"
272,Pit People,79,12,7.4,27.0,T,The Behemoth,"['Action, Strategy, Turn-Based, General, Tactics']","Mar 2, 2018"
273,Madden NFL 20,79,22,2.1,93.0,E,"Electronic Arts, EA Tiburon","['Action, Sports, General, Team, Football, Sim']","Jul 30, 2019"
274,GRID,79,14,4.7,22.0,E,Codemasters,"['Racing, Simulation, Automobile']","Oct 11, 2019"
275,8-Bit Armies,79,4,,,E10+,"Petroglyph, Soedesco","['Strategy, Real-Time, Command']","Sep 21, 2018"
276,Mystik Belle,79,4,,,E10+,WayForward,"['Action Adventure, Open-World']","Oct 3, 2017"
277,Halo Wars 2,79,79,6.1,492.0,T,Creative Assembly,"['Strategy, Real-Time, General']","Feb 17, 2017"
278,Ashes Cricket,79,5,8.0,39.0,E,Big Ant Studios,"['Sports, Team, Cricket']","Nov 16, 2017"
279,Pro Evolution Soccer 2015,79,9,6.7,71.0,E,Konami,"['Action, General, Sports, Traditional, Team, Soccer, Sim']","Nov 11, 2014"
280,The Surge: A Walk in the Park,79,6,,,M,Deck 13,"['Role-Playing, Action RPG']","Dec 5, 2017"
281,World to the West,79,10,,,E10+,"Rain Games, Soedesco","['Action Adventure, Linear']","May 5, 2017"
282,The Book of Unwritten Tales 2,79,7,7.2,9.0,T,KING Art,"['Adventure, General, Point-and-Click']","Sep 18, 2015"
283,Mantis Burn Racing,79,9,7.4,16.0,E,VooFoo Studios,"['Racing, Arcade, Automobile']","Oct 12, 2016"
284,God's Trigger,79,7,7.9,30.0,M,"Techland, ONE MORE LEVEL","[""Action, Action Adventure, Shooter, Linear, Shoot-'Em-Up, Top-Down""]","Apr 18, 2019"
285,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,78,13,6.4,21.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","Dec 20, 2016"
286,DG2: Defense Grid 2,78,8,7.1,25.0,E10+,Hidden Path Entertainment,"['Strategy, Real-Time, General, Defense']","Sep 24, 2014"
287,This War of Mine: The Little Ones,78,19,7.6,40.0,M,11 bit studios,"['Strategy, Real-Time, General']","Jan 29, 2016"
288,SUPERBEAT: XONiC,78,5,,,T,PM Studios Inc.,"['Action, Rhythm, Music']","Jun 7, 2017"
289,Alien: Isolation,78,24,8.0,381.0,M,Creative Assembly,"['Action Adventure, Sci-Fi, General, Survival']","Oct 7, 2014"
290,The Walking Dead: The Telltale Series - The Final Season,78,7,7.1,28.0,M,Telltale Games,"['Adventure, Point-and-Click']","Aug 14, 2018"
291,The Surge 2,78,15,6.7,57.0,M,Deck 13,"['Role-Playing, Action RPG']","Sep 24, 2019"
292,The Jackbox Party Pack,78,5,7.7,23.0,T,"Jackbox Games, Inc.","['Miscellaneous, Party, Party / Minigame']","Nov 19, 2014"
293,Skylanders Imaginators,78,14,5.2,17.0,E10+,Toys for Bob,"['Action, Platformer, 3D']","Oct 16, 2016"
294,Shadow Warrior 2,78,12,5.8,17.0,M,Flying Wild Hog,"['Action, Shooter, First-Person, Arcade']","May 19, 2017"
295,Candleman,78,13,7.0,32.0,E10+,Spotlightor Interactive,"['Action, Platformer, 3D']","Feb 1, 2017"
296,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,78,14,6.4,30.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","Dec 20, 2016"
297,Battlefield V,78,38,2.8,716.0,M,EA DICE,"['Action, Shooter, First-Person, Tactical']","Nov 15, 2018"
298,Ashen,78,35,7.1,172.0,T,A44,"['Role-Playing, Action RPG']","Dec 7, 2018"
299,Mages of Mystralia,78,5,,,E10+,Borealys Games,"['Action Adventure, General, Linear']","Aug 25, 2017"
300,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,78,6,3.3,12.0,T,Telltale Games,"['Action, Adventure, General, 3D, Third-Person']","Jun 6, 2017"
301,Freedom Finger,78,6,7.5,8.0,M,Wide Right Interactive,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Mar 24, 2020"
302,Ken Follett's The Pillars of the Earth,78,11,7.0,8.0,M,Kalypso,"['Adventure, Visual Novel']","Aug 15, 2017"
303,Watch Dogs,78,15,5.9,771.0,M,Ubisoft Montreal,"['Action Adventure, Modern, General, Modern, Open-World']","May 27, 2014"
304,The Walking Dead: Michonne - Episode 2: Give No Shelter,78,6,6.4,12.0,M,Telltale Games,"['Adventure, 3D, Third-Person']","Mar 29, 2016"
305,OlliOlli,78,4,5.4,5.0,E,Tom Hegarty,"['Sports, Individual, Skate / Skateboard']","Mar 6, 2015"
306,Headlander,78,5,7.1,8.0,T,Adult Swim,"['Action, Platformer, 2D']","Nov 18, 2016"
307,Broken Age,78,6,5.8,9.0,E10+,Double Fine Productions,"['Adventure, Point-and-Click']","Jun 23, 2017"
308,Fallout 4: Far Harbor,78,14,6.4,89.0,M,Bethesda Game Studios,"['Role-Playing, Western-Style']","May 19, 2016"
309,Skylanders Trap Team,78,22,7.1,16.0,E10+,Toys for Bob,"['Action, Platformer, 3D']","Oct 5, 2014"
310,Immortal Redneck,78,9,7.4,10.0,M,"CremaGames, Crema Games","['Action, Shooter, First-Person, Arcade']","Feb 27, 2018"
311,Disney Infinity 3.0 Edition,78,18,5.8,24.0,E10+,Avalanche Software,"['Action Adventure, General']","Aug 30, 2015"
312,Call of Duty: Warzone,78,6,5.3,23.0,M,Infinity Ward,"['Action, Shooter, First-Person, Tactical']","Mar 10, 2020"
313,Call of Duty: Ghosts,78,7,4.3,716.0,M,Infinity Ward,"['Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade']","Nov 19, 2013"
314,Assassin's Creed Syndicate,78,22,6.3,504.0,M,Ubisoft Quebec,"['Historic, Action Adventure, Open-World']","Oct 23, 2015"
315,Nightmare Boy,78,4,,,T,Badland Games,"['Action Adventure, Open-World']","Oct 25, 2017"
316,Dead Rising 3,78,69,6.9,953.0,M,Capcom Vancouver,"['General, Action, Action Adventure, General, Open-World']","Nov 22, 2013"
317,Hue,78,14,7.1,19.0,E,Fiddlesticks Games,"['Puzzle, Action']","Aug 30, 2016"
318,Samurai Shodown,78,16,6.6,14.0,M,SNK Corporation,"['Action, Fighting, 2D']","Jun 25, 2019"
319,Creature in the Well,78,15,5.8,16.0,E,Flight School Studio,"['Action Adventure, General']","Sep 6, 2019"
320,Tales From The Borderlands: Episode 2 - Atlas Mugged,78,5,7.5,31.0,M,Telltale Games,"['Adventure, General']","Mar 17, 2015"
321,Call of Duty: Infinite Warfare,78,18,3.7,415.0,M,Infinity Ward,"['Action, Shooter, First-Person, Tactical']","Nov 4, 2016"
322,Ironcast,78,7,,,E10+,Dreadbit,"['Puzzle, Matching']","Mar 4, 2016"
323,Starlink: Battle for Atlas,78,14,6.3,32.0,E10+,Ubisoft Toronto,"['Simulation, Space, Combat']","Oct 16, 2018"
324,The Magic Circle: Gold Edition,78,5,,,M,Question,"['Adventure, 3D, First-Person']","Jun 29, 2016"
325,MXGP3: The Official Motocross Videogame,78,4,4.3,6.0,E,Milestone S.r.l,"['Racing, Simulation, Automobile']","Jun 20, 2017"
326,Death Road to Canada,77,6,,,T,Rocketcat Games,"['Action, General']","May 8, 2018"
327,Letter Quest: Grimm's Journey Remastered,77,10,6.0,15.0,E,Bacon Bandit Games,"['Puzzle, Logic']","Apr 8, 2016"
328,The Inner World,77,15,2.4,5.0,T,Headup Games,"['Adventure, General, Point-and-Click']","Mar 31, 2017"
329,No Man's Sky,77,33,7.6,164.0,T,Hello Games,"['Action Adventure, Open-World']","Jul 24, 2018"
330,Just Dance 2019,77,8,6.1,12.0,E,Ubisoft Paris,"['Action, Rhythm, Dancing']","Oct 23, 2018"
331,Far Cry Primal,77,27,6.5,245.0,M,Ubisoft Montreal,"['Action, Shooter, First-Person, Arcade']","Feb 23, 2016"
332,Livelock,77,10,6.6,7.0,T,Tuque Games,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Aug 30, 2016"
333,Sky Force Anniversary,77,11,5.8,6.0,E10+,Infinite Dreams Inc.,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Dec 9, 2016"
334,Aven Colony,77,12,7.7,7.0,E10+,"Sold Out, Mothership Entertainment","['Strategy, Management, Government']","Jul 25, 2017"
335,Mega Man 11,77,12,8.9,75.0,E10+,Capcom,"['Action, Platformer, 2D']","Oct 2, 2018"
336,Wasteland 2: Director's Cut,77,13,6.9,67.0,M,InXile Entertainment,"['Role-Playing, Western-Style']","Oct 13, 2015"
337,LEGO City Undercover,77,16,6.7,22.0,E10+,TT Games,"['Action Adventure, Open-World']","Apr 4, 2017"
338,EA Sports UFC 3,77,17,5.3,54.0,T,EA Sports,"['Sports, Individual, Combat, Boxing / Martial Arts']","Jan 30, 2018"
339,Riddled Corpses EX,77,4,7.9,7.0,T,COWCAT,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jun 6, 2018"
340,The Escapists 2,77,10,6.5,6.0,T,Mouldy Toof Studios,"['Action, General']","Aug 22, 2017"
341,ONRUSH,77,23,6.2,52.0,E10+,Codemasters,"['Racing, Arcade, Automobile']","Jun 5, 2018"
342,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,77,8,7.6,11.0,T,CyberConnect2,"['Action, Fighting, 3D']","Feb 3, 2017"
343,Furi,77,8,7.7,20.0,M,The Game Bakers,"['Action, General, Fighting, 3D']","Dec 2, 2016"
344,Mega Man X Legacy Collection 1 + 2,77,5,9.1,54.0,T,Capcom,"['Miscellaneous, Compilation']","Jul 24, 2018"
345,11-11: Memories Retold,77,9,7.7,7.0,T,Digixart Entertainment,"['Adventure, General, 3D, Third-Person']","Nov 9, 2018"
346,#IDARB,77,31,6.9,85.0,E,Other Ocean Interactive,"['Action, General']","Jan 30, 2015"
347,Life is Strange: Episode 1 - Chrysalis,77,18,8.3,114.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Jan 30, 2015"
348,NHL 17,77,23,4.1,58.0,E10+,"EA Canada, EA Vancouver","['Sports, Team, Ice Hockey, Sim']","Sep 13, 2016"
349,Minecraft: Story Mode - Episode 1: The Order of the Stone,77,13,5.3,56.0,E10+,Telltale Games,"['Action Adventure, Adventure, General, Point-and-Click, Linear']","Oct 13, 2015"
350,Electronic Super Joy,77,5,,,M,Michael Todd Games,"['Action, Rhythm, Platformer, 2D, Music']","Jan 20, 2016"
351,Attack on Titan,77,8,6.4,29.0,M,Omega Force,"[""Action, Beat-'Em-Up, 3D""]","Aug 30, 2016"
352,Batman: Return to Arkham,77,6,8.2,82.0,T,"Rocksteady Studios, Virtuos","['Miscellaneous, Compilation']","Oct 18, 2016"
353,Marvel vs. Capcom: Infinite,77,16,5.2,59.0,T,Capcom,"['Action, Fighting, 2D']","Sep 19, 2017"
354,Infinite Minigolf,77,6,,,E,Zen Studios,"['Sports, Individual, Golf, Arcade']","Jul 25, 2017"
355,Mr. Shifty,77,5,,,T,tinyBuild,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Aug 4, 2017"
356,Assassin's Creed Origins: The Hidden Ones,77,4,7.7,25.0,M,Ubisoft Montreal,"['Action Adventure, Open-World']","Jan 23, 2018"
357,Farming Simulator 19,77,6,7.6,12.0,E,Giants Software,"['Simulation, Virtual, Career']","Nov 20, 2018"
358,DOOM 64,77,4,6.4,23.0,M,Night Dive Studios,"['Action, Shooter, First-Person, Arcade']","Mar 20, 2020"
359,L.A. Noire,77,12,7.6,59.0,M,Team Bondi,"['Action Adventure, Adventure, 3D, Open-World, Third-Person']","Nov 14, 2017"
360,Ziggurat,77,6,7.9,16.0,T,Milkstone Studios,"['Action, Shooter, First-Person, Arcade']","Mar 20, 2015"
361,Portal Knights,77,7,6.7,12.0,E10+,"505 Games, Keen Games","['Action, Role-Playing, General, Action RPG']","May 23, 2017"
362,Farm Together,77,4,6.0,10.0,E,Milkstone Studios,"['Action, General']","Jan 19, 2019"
363,Zombie Army 4: Dead War,77,23,6.8,34.0,M,Rebellion,"['Action, Shooter, First-Person, Arcade']","Feb 4, 2020"
364,Unruly Heroes,77,9,6.3,14.0,E10+,Magic Design Studios,"['Action, Platformer, 2D']","Jan 23, 2019"
365,Ruiner,77,8,7.4,37.0,M,Reikon Games,"['Action, General']","Sep 26, 2017"
366,TT Isle of Man: Ride On The Edge 2,77,9,6.9,9.0,E,KT Racing,"['Racing, Arcade, Automobile']","Mar 19, 2020"
367,NHL 18,77,16,4.0,46.0,E10+,EA Sports,"['Sports, Team, Ice Hockey, Sim']","Sep 12, 2017"
368,Darksiders Genesis,77,13,4.7,20.0,T,Airship Syndicate Entertainment,"['Role-Playing, Action RPG']","Feb 14, 2020"
369,MechaNika,77,4,6.7,7.0,M,Mango Protocol,"['Adventure, Point-and-Click']","Nov 9, 2018"
370,Warhammer: End Times - Vermintide,77,9,6.4,19.0,M,"Fatshark AB, Nordic Games Publishing","['Action, Shooter, First-Person, Tactical']","Oct 4, 2016"
371,The Vanishing of Ethan Carter,77,9,7.6,14.0,M,The Astronauts,"['Adventure, 3D, First-Person']","Jan 19, 2018"
372,Forza Horizon 4: LEGO Speed Champions,77,7,5.6,44.0,E,Playground Games,"['Racing, Simulation, Automobile']","Jun 13, 2019"
373,Broken Sword 5: The Serpent's Curse,77,12,7.0,14.0,T,Revolution Software,"['Adventure, General']","Sep 4, 2015"
374,Dreamfall Chapters,77,6,6.6,13.0,M,Red Thread Games,"['Adventure, 3D, Third-Person']","May 5, 2017"
375,Momodora: Reverie Under the Moonlight,77,6,7.1,14.0,T,"Bombservice, Active Gaming Media","['Action, Action Adventure, General, Open-World']","Mar 17, 2017"
376,Steep: Road to the Olympics,77,6,,,T,Ubisoft Annecy,"['Sports, Individual, Ski / Snowboard']","Dec 5, 2017"
377,Assassin's Creed Syndicate: Jack the Ripper,77,6,7.2,26.0,M,Ubisoft Quebec,"['Action Adventure, Open-World']","Dec 15, 2015"
378,Horizon Chase Turbo,77,8,7.3,7.0,E,Aquiris Game Studio,"['Racing, Arcade, Automobile']","Nov 28, 2018"
379,WWE 2K19,77,21,4.8,34.0,T,"Yuke's, Visual Concepts","['Sports, Individual, Combat, Wrestling']","Oct 5, 2018"
380,Pac-Man Championship Edition 2,77,10,6.9,7.0,E,Bandai Namco Games,"['Action, Arcade']","Sep 13, 2016"
381,Peggle 2,77,39,7.1,216.0,E,PopCap,"['Miscellaneous, Puzzle, Action, General, General']","Dec 9, 2013"
382,Mothergunship,77,16,7.6,7.0,T,Grip Digital,"['Action, General']","Jul 17, 2018"
383,Volgarr the Viking,77,6,6.2,45.0,T,Crazy Viking Studios,"['Action, General']","Oct 31, 2014"
384,Embers of Mirrim,77,8,,,E,Creative Bytes,"['Action, General']","May 24, 2017"
385,Grim Legends 3: The Dark City,77,4,,,T,Artifex Mundi,"['Puzzle, Hidden Object']","May 11, 2018"
386,The Shapeshifting Detective,77,10,5.8,4.0,T,D'Avekki Studios Limited,"['Adventure, General']","Nov 6, 2018"
387,The Banner Saga,76,9,7.9,33.0,T,Stoic,"['Role-Playing, General, Strategy, Turn-Based, Tactics']","Jan 12, 2016"
388,Batman: The Telltale Series - Episode 5: City of Light,76,7,6.9,8.0,M,Telltale Games,"['Adventure, Point-and-Click']","Dec 13, 2016"
389,The Council - Episode 2: Hide and Seek,76,8,,,M,Big Bad Wolf,"['Adventure, General']","May 15, 2018"
390,Dishonored: Definitive Edition,76,12,7.6,80.0,M,Arkane Studios,"['Action Adventure, General']","Aug 25, 2015"
391,Candle: The Power of the Flame,76,6,,,E10+,Merge Games,"['Action, Platformer, 2D']","Jul 25, 2018"
392,Quest of Dungeons,76,4,,,E10+,Upfall Studios,"['Role-Playing, General, Roguelike']","Sep 4, 2015"
393,The Elder Scrolls Online: Morrowind,76,7,5.8,27.0,M,Bethesda Softworks,"['Role-Playing, Massively Multiplayer']","Jun 6, 2017"
394,Fight'N Rage,76,5,8.1,10.0,T,sebagamesdev,"[""Action, Beat-'Em-Up, 2D""]","Sep 27, 2019"
395,WRC 8 FIA World Rally Championship,76,19,6.2,23.0,E,Kylotonn,"['Racing, Arcade, Automobile']","Sep 8, 2019"
396,Rival Megagun,76,6,,,E10+,Spacewave Software,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Nov 30, 2018"
397,Assassin's Creed IV: Black Flag - Freedom Cry,76,8,7.2,126.0,M,Ubisoft Montreal,"['Action Adventure, Historic, Open-World']","Dec 17, 2013"
398,Far Cry 4: Valley of the Yetis,76,7,7.4,24.0,M,Ubisoft Montreal,"['Action, Shooter, First-Person, Arcade']","Mar 10, 2015"
399,Trackmania Turbo,76,12,7.3,36.0,E,Nadeo,"['Racing, Arcade, Automobile']","Mar 22, 2016"
400,The Long Dark,76,9,7.1,22.0,T,Hinterland,"['Simulation, Action Adventure, General, Survival']","Aug 1, 2017"
401,Sublevel Zero Redux,76,4,,,E10+,Sigtrap Games,"['Simulation, Space, Combat']","Mar 8, 2017"
402,My Friend Pedro,76,4,7.2,30.0,M,DeadToast Entertainment,"['Action, Platformer, 2D']","Dec 5, 2019"
403,World of Tanks,76,20,5.8,103.0,T,Wargaming.net,"['Action, Simulation, Shooter, Vehicle, Third-Person, Combat, Tactical']","Jul 28, 2015"
404,Hyper Light Drifter,76,8,6.8,22.0,T,Heart Machine,"['Role-Playing, Action RPG']","Jul 26, 2016"
405,EA Sports UFC 2,76,42,5.6,90.0,T,EA Sports,"['Sports, General, Individual, Combat, Boxing / Martial Arts']","Mar 15, 2016"
406,Skylanders SuperChargers,76,15,5.2,21.0,E10+,Vicarious Visions,"['Action, Platformer, 3D']","Sep 20, 2015"
407,7th Sector,76,6,6.8,4.0,T,Sergey Noskov,"['Adventure, Puzzle, Action, General']","Feb 5, 2020"
408,Plants vs. Zombies: Battle for Neighborville,76,14,5.0,80.0,E10+,PopCap,"['Action, Shooter, Third-Person, Tactical']","Oct 18, 2019"
409,Westerado: Double Barreled,76,5,,,T,Ostrich Banditos,"['Action, General']","Dec 9, 2016"
410,Supermarket Shriek,76,5,6.3,16.0,E,BillyGoat Entertainment Ltd,"['Simulation, General']","Jun 9, 2019"
411,Tom Clancy's Ghost Recon: Wildlands,76,27,6.7,233.0,M,Ubisoft Paris,"['Action Adventure, Open-World']","Mar 7, 2017"
412,Resident Evil 4,76,14,8.1,115.0,M,Capcom,"['Action Adventure, Survival']","Aug 30, 2016"
413,Close to the Sun,76,10,6.0,6.0,M,Storm in a Teacup,"['Adventure, 3D, First-Person']","Oct 29, 2019"
414,Capcom Beat 'Em Up Bundle,76,9,7.7,6.0,T,Capcom,"['Miscellaneous, Compilation']","Sep 18, 2018"
415,Journey to the Savage Planet,76,21,6.3,29.0,T,Typhoon Studios,"['Action Adventure, General']","Jan 28, 2020"
416,Surviving Mars,76,12,6.4,15.0,E10+,Haemimont Games,"['Strategy, Management, Government']","Mar 15, 2018"
417,JYDGE,76,6,,,T,10tons,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Oct 6, 2017"
418,Rad,76,13,5.1,7.0,T,Double Fine Productions,"['Adventure, Action Adventure, General']","Aug 20, 2019"
419,Stick it to the Man!,76,6,7.2,14.0,T,Zoink!,"['Action, Platformer, 3D']","Aug 28, 2014"
420,Crawl,76,8,6.5,6.0,T,Powerhoof,"['Role-Playing, General, Action RPG']","Apr 11, 2017"
421,Yesterday Origins,76,5,5.5,6.0,M,Pendulo Studios,"['Adventure, Point-and-Click']","Nov 17, 2016"
